"编号","开始答题时间","结束答题时间","答题时长","1.性别","2.年龄","3.饮食偏好:是否喜欢辣","3.饮食偏好:是否喜欢甜","3.饮食偏好:是否喜欢酸","3.饮食偏好:是否偏爱素食","3.饮食偏好:能否接受生食（如刺身）","3.饮食偏好:能否接受冷食（如冰淇淋）","3.饮食偏好:能否接受带有臭味的食物（如螺蛳粉 榴莲 臭豆腐）","3.饮食偏好:能否接受重口味食物","3.饮食偏好:能否接受清淡口味食物","4.您喜欢的菜系（多选）:川菜（如麻辣香锅、毛血旺）","4.您喜欢的菜系（多选）:粤菜&港式（如烧腊、菠萝油）","4.您喜欢的菜系（多选）:湘菜（如小炒黄牛肉）","4.您喜欢的菜系（多选）:江浙菜（如西湖醋鱼、东坡肉）","4.您喜欢的菜系（多选）:日料（如寿司、刺身）","4.您喜欢的菜系（多选）:韩餐（如石锅拌饭）","4.您喜欢的菜系（多选）:西餐（如牛排、披萨）","4.您喜欢的菜系（多选）:东南亚风格（如冬阴功汤）","4.您喜欢的菜系（多选）:其他____{fillblank-514a}","4.您喜欢的菜系（多选）:其他____{fillblank-514a}[选项填空]","5.为食物打分:沙拉","5.为食物打分:麻辣香锅","5.为食物打分:酸菜鱼","5.为食物打分:甜甜圈","5.为食物打分:水煮蔬菜","5.为食物打分:白切鸡","5.为食物打分:寿司","5.为食物打分:麻辣烫","5.为食物打分:韩式炸鸡","5.为食物打分:冬阴功汤","5.为食物打分:蜜汁叉烧","5.为食物打分:烧烤","5.为食物打分:菌菇汤","5.为食物打分:卤味","5.为食物打分:蛋挞","5.为食物打分:红烧肉","5.为食物打分:汉堡","5.为食物打分:石锅拌饭","5.为食物打分:煲仔饭","5.为食物打分:皮蛋瘦肉粥","5.为食物打分:刺身","5.为食物打分:牛排","5.为食物打分:披萨","5.为食物打分:冰淇淋","5.为食物打分:布丁","5.为食物打分:新疆爆辣炒粉","5.为食物打分:小笼包","5.为食物打分:酸辣粉","5.为食物打分:小米粥","5.为食物打分:螺蛳粉","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"92","16-Apr-2025 16:00:15","16-Apr-2025 16:02:55","160","B.男","D.51岁及以上","B.否","A.是","A.是","A.是","A.是","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","2","4","4","5","4","4","2","3","4","4","4","5","4","4","4","4","3","4","4","4","4","4","4","3","2","4","3","5","3","简体中文","未清洗","","中国","福建省","福州市","","2408:844b:210:8314:9134:d0cc:d530:4fba","Mozilla/5.0 (Linux; Android 12; LIO-AN00m Build/HUAWEILIO-AN00m; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/6209 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/ar","",
"91","16-Apr-2025 16:01:13","16-Apr-2025 16:02:46","93","A.女","C.31-50岁","A.是","B.否","A.是","B.否","B.否","B.否","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","3","3","4","3","3","0","3","2","2","2","4","3","3","5","5","3","5","5","1","0","2","2","2","2","5","4","5","5","1","简体中文","未清洗","","中国","山东省","济南市","","60.233.8.218","Mozilla/5.0 (Linux; Android 12; BRE-AL80 Build/HUAWEIBRE-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9411 MicroMessenger/8.0.57.2820(0x2800393C) WeChat/arm6","",
"90","16-Apr-2025 16:00:27","16-Apr-2025 16:02:34","127","B.男","D.51岁及以上","B.否","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","4","5","3","5","5","5","4","3","3","2","2","3","2","4","2","5","5","5","5","5","5","5","4","4","4","4","4","5","1","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:3c5c:8ec:e5a8:8bbc:ffc4:2df3","Mozilla/5.0 (Linux; Android 12; NOP-AN00 Build/HUAWEINOP-AN00P; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2702 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm","",
"89","16-Apr-2025 16:00:08","16-Apr-2025 16:02:31","143","A.女","D.51岁及以上","A.是","B.否","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","","","","","3","3","4","2","2","3","3","4","2","2","2","4","3","2","2","4","3","4","5","4","1","2","3","2","2","2","4","2","2","2","简体中文","未清洗","","中国","湖北省","武汉市","","240e:36f:452:7cd0:e129:b89:ae81:5fea","Mozilla/5.0 (Linux; Android 12; ALN-AL80 Build/HUAWEIALN-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2213 MicroMessenger/8.0.57.2820(0x2800393D) WeChat/arm6","",
"88","16-Apr-2025 16:00:50","16-Apr-2025 16:02:23","93","B.男","A.18岁以下","B.否","A.是","A.是","B.否","B.否","A.是","B.否","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","5","5","5","5","5","5","5","5","3","3","5","5","5","5","5","2","3","5","5","2","5","5","3","3","5","5","2","5","1","简体中文","未清洗","","中国","江苏省","常州市","","114.226.45.239","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.50(0x1800323d) NetType/WIFI Language/zh_CN","",
"87","16-Apr-2025 15:56:49","16-Apr-2025 16:02:22","333","A.女","D.51岁及以上","B.否","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","0","4","2","3","3","2","2","3","3","3","3","4","4","4","3","2","3","4","4","2","3","2","4","4","0","4","0","3","0","简体中文","未清洗","","中国","浙江省","温州市","","123.159.199.104","Mozilla/5.0 (Linux; Android 14; LSA-AN00 Build/HONORLSA-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5925 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"86","16-Apr-2025 15:59:35","16-Apr-2025 16:02:05","150","A.女","C.31-50岁","B.否","A.是","B.否","B.否","B.否","B.否","A.是","A.是","A.是","","","","","","","G.西餐（如牛排、披萨）","","I.其他____________","淮扬菜","5","2","4","3","2","2","2","2","3","2","3","3","3","3","4","3","4","3","4","4","0","3","3","2","2","0","4","2","3","1","简体中文","未清洗","","中国","","","","240e:478:9c70:490a:bc49:7e7c:d86:132f","Mozilla/5.0 (iPhone; CPU iPhone OS 15_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"85","16-Apr-2025 16:00:59","16-Apr-2025 16:02:03","64","A.女","C.31-50岁","A.是","B.否","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","5","5","5","1","2","2","2","5","2","0","2","4","2","4","1","2","2","2","4","1","1","4","3","2","1","2","2","4","5","5","简体中文","未清洗","","中国","江苏省","常州市","","222.185.124.36","Mozilla/5.0 (Linux; Android 12; HBN-AL00 Build/HUAWEIHBN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20241103 MMWEBID/2847 MicroMessenger/8.0.55.2780(0x2800373D) WeChat/arm6","",
"84","16-Apr-2025 16:00:37","16-Apr-2025 16:01:56","79","A.女","C.31-50岁","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","H.东南亚风格（如冬阴功汤）","","","5","5","4","3","3","4","4","4","4","5","4","4","4","4","4","2","4","4","4","3","4","4","3","3","2","4","3","4","3","3","简体中文","未清洗","","中国","","","","2409:8924:3a1f:524b:70ad:7fc2:282e:27ec","Mozilla/5.0 (Linux; Android 12; LEM-AL00 Build/HUAWEILEM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/7987 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"83","16-Apr-2025 15:59:49","16-Apr-2025 16:01:42","113","A.女","D.51岁及以上","B.否","B.否","A.是","B.否","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","2","3","0","4","4","5","2","2","3","3","1","4","4","1","2","1","1","2","3","4","4","3","4","1","0","2","1","4","0","简体中文","未清洗","","中国","甘肃省","酒泉市","","60.165.170.85","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090c33) XWEB/11581 Flue","",
"82","16-Apr-2025 15:59:55","16-Apr-2025 16:01:10","75","B.男","B.19-30岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","1","4","2","3","5","5","1","2","4","4","2","4","3","4","3","3","0","2","4","5","5","5","3","3","3","4","4","0","3","简体中文","未清洗","","日本","Nagano","","","121.50.45.206","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0","",
"81","16-Apr-2025 15:59:29","16-Apr-2025 16:01:09","100","A.女","D.51岁及以上","B.否","A.是","A.是","A.是","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","2","3","3","5","5","4","3","2","3","3","1","5","3","3","3","3","4","5","5","4","4","4","3","4","3","3","4","5","2","简体中文","未清洗","","中国","四川省","成都市","","182.138.216.255","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"80","16-Apr-2025 15:58:48","16-Apr-2025 16:00:46","118","A.女","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","1","4","3","3","5","5","1","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","3","3","1","简体中文","未清洗","","中国","广东省","广州市","","119.130.107.146","Mozilla/5.0 (Linux; Android 15; VER-AN00 Build/HONORVER-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/1717 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"79","16-Apr-2025 15:59:16","16-Apr-2025 16:00:46","90","A.女","D.51岁及以上","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","","","","3","4","5","2","2","4","4","3","3","3","4","4","3","4","2","3","3","3","4","3","3","3","3","3","2","2","3","3","3","2","简体中文","未清洗","","中国","浙江省","杭州市","","115.192.109.232","Mozilla/5.0 (Linux; Android 15; 23116PN5BC Build/AQ3A.240627.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20241202 MMWEBID/3217 MicroMessenger/8.0.56.2800(0x2800385E) WeChat/a","",
"78","16-Apr-2025 15:58:56","16-Apr-2025 16:00:41","105","A.女","C.31-50岁","A.是","B.否","B.否","B.否","B.否","B.否","B.否","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","1","5","5","1","3","2","2","4","4","3","1","5","5","3","5","2","3","3","2","2","1","3","5","1","1","5","3","4","4","0","简体中文","未清洗","","中国","北京市","北京市","","2408:8406:7910:da8d:64a4:44ff:fea0:aeb4","Mozilla/5.0 (Linux; Android 12; NAM-AL00 Build/HUAWEINAM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5629 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"77","16-Apr-2025 15:59:01","16-Apr-2025 16:00:32","91","A.女","C.31-50岁","B.否","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","H.东南亚风格（如冬阴功汤）","","","3","2","4","4","4","4","4","3","2","5","5","3","5","4","5","5","2","5","5","5","2","3","3","5","5","3","5","5","5","3","简体中文","未清洗","","中国","重庆市","重庆市","","113.204.227.162","Mozilla/5.0 (Linux; Android 12; HBN-AL00 Build/HUAWEIHBN-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3838 MicroMessenger/8.0.57.2820(0x28003951) WeChat/arm6","",
"76","16-Apr-2025 15:58:52","16-Apr-2025 16:00:30","98","B.男","C.31-50岁","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","","","","","","4","5","5","1","4","4","5","3","3","3","2","5","5","4","1","4","4","5","5","5","5","5","4","5","4","5","5","4","5","4","简体中文","未清洗","","中国","","","","240e:47e:648:29a1:1836:4f36:cb51:54be","Mozilla/5.0 (Linux; Android 15; 23046PNC9C Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5461 MicroMessenger/8.0.57.2820(0x2800393F) WeCha","",
"75","16-Apr-2025 15:59:12","16-Apr-2025 16:00:27","75","B.男","C.31-50岁","A.是","A.是","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","2","4","4","5","5","3","4","3","5","5","5","3","0","5","5","5","3","5","5","5","1","1","4","3","3","5","5","简体中文","未清洗","","中国","江苏省","常州市","","2408:843c:3a00:13fe:d928:fb93:637c:a6cf","Mozilla/5.0 (Linux; Android 12; ADY-AL00 Build/HUAWEIADY-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/9180 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"74","16-Apr-2025 15:58:23","16-Apr-2025 16:00:22","119","B.男","D.51岁及以上","B.否","B.否","B.否","B.否","A.是","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","5","0","4","4","4","4","5","0","3","3","4","3","4","5","3","5","4","3","4","4","5","5","5","4","4","1","5","0","4","0","简体中文","未清洗","","中国","江苏省","常州市","","117.63.123.105","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"73","16-Apr-2025 15:58:36","16-Apr-2025 16:00:18","102","B.男","C.31-50岁","B.否","A.是","A.是","B.否","A.是","A.是","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","2","4","4","0","5","4","4","3","3","5","5","5","5","5","5","4","4","5","5","5","5","5","5","5","0","5","0","3","1","简体中文","未清洗","","中国","","","","240e:3a4:be21:8220:96a4:138e:7f77:63b8","Mozilla/5.0 (Linux; Android 15; 23116PN5BC Build/AQ3A.240627.003; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/9684 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/a","",
"72","16-Apr-2025 15:58:30","16-Apr-2025 16:00:06","96","B.男","C.31-50岁","B.否","B.否","A.是","A.是","B.否","B.否","B.否","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","","H.东南亚风格（如冬阴功汤）","","","5","1","1","1","5","2","4","1","1","4","1","1","5","3","4","3","4","2","4","2","3","1","4","0","1","0","4","1","5","0","简体中文","未清洗","","中国","浙江省","温州市","","39.172.74.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090c33) XWEB/11581 Flue","",
"71","16-Apr-2025 15:57:30","16-Apr-2025 16:00:03","153","A.女","D.51岁及以上","A.是","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","5","3","4","3","4","4","5","1","3","3","4","2","4","4","3","4","4","4","5","4","1","5","4","4","4","2","4","3","4","2","简体中文","未清洗","","中国","江苏省","常州市","","49.80.50.237","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"70","16-Apr-2025 15:58:38","16-Apr-2025 15:59:54","76","A.女","C.31-50岁","B.否","B.否","B.否","A.是","B.否","B.否","B.否","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","4","4","4","3","3","3","2","1","1","1","3","4","4","4","5","4","5","5","5","5","1","5","5","2","2","2","2","2","4","1","简体中文","未清洗","","中国","","","","2409:8924:3c1f:5bcd:d8b1:c4ff:fe80:952a","Mozilla/5.0 (Linux; Android 15; 24069RA21C Build/AQ3A.240912.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3841 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/a","",
"69","16-Apr-2025 15:56:46","16-Apr-2025 15:59:49","183","A.女","B.19-30岁","A.是","A.是","A.是","B.否","B.否","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","2","1","1","2","5","4","3","3","4","3","4","4","3","3","5","3","5","4","1","2","5","4","5","5","4","3","4","3","0","简体中文","未清洗","","中国","广东省","深圳市","","2409:895a:3095:8254:7051:c0ff:fee2:6615","Mozilla/5.0 (Linux; Android 14; NTH-AN00 Build/HONORNTH-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/4199 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"68","16-Apr-2025 15:57:56","16-Apr-2025 15:59:47","111","B.男","C.31-50岁","B.否","B.否","A.是","B.否","A.是","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","E.日料（如寿司、刺身）","","","","","","5","0","1","1","5","5","5","0","0","1","3","2","2","4","1","1","2","0","3","3","5","4","2","1","0","0","2","0","2","0","简体中文","未清洗","","中国","广东省","广州市","","116.23.163.81","Mozilla/5.0 (Linux; Android 10; EVR-AL00 Build/HUAWEIEVR-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/8010 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"67","16-Apr-2025 15:57:40","16-Apr-2025 15:59:45","125","A.女","C.31-50岁","B.否","B.否","A.是","A.是","B.否","B.否","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","H.东南亚风格（如冬阴功汤）","","","1","3","5","3","5","4","3","3","1","5","4","3","5","4","3","3","4","4","4","3","1","5","4","1","2","1","3","3","4","4","简体中文","未清洗","","中国","广西壮族自治区","来宾市","","124.226.30.149","Mozilla/5.0 (Linux; Android 14; FNE-AN00 Build/HONORFNE-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/4483 MicroMessenger/8.0.57.2820(0x28003987) WeChat/arm64","",
"66","16-Apr-2025 15:57:42","16-Apr-2025 15:59:43","121","A.女","D.51岁及以上","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","3","3","2","5","5","5","2","2","3","5","3","5","4","3","4","3","4","4","5","4","5","3","2","2","1","3","3","3","0","简体中文","未清洗","","中国","江苏省","苏州市","","221.224.45.93","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.56(0x1800383b) NetType/WIFI Language/zh_CN","",
"65","16-Apr-2025 15:56:27","16-Apr-2025 15:59:41","194","A.女","C.31-50岁","A.是","B.否","A.是","A.是","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","","","","3","2","3","1","5","5","3","3","0","3","3","2","5","3","2","3","3","5","3","5","5","5","3","3","1","2","2","2","5","2","简体中文","未清洗","","中国","湖北省","","","219.140.7.126","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.29(0x18001d38) NetType/WIFI Language/zh_CN","",
"64","16-Apr-2025 15:57:50","16-Apr-2025 15:59:10","80","A.女","C.31-50岁","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","4","4","3","4","4","3","3","2","4","4","3","4","4","3","3","3","3","3","4","4","4","3","3","2","2","3","2","3","3","简体中文","未清洗","","中国","广东省","中山市","","2409:895a:f132:af38:a894:7ad:3c:a78f","Mozilla/5.0 (Linux; Android 12; BRA-AL00 Build/HUAWEIBRA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/2128 MicroMessenger/8.0.57.2820(0x28003951) WeChat/arm6","",
"63","16-Apr-2025 15:57:05","16-Apr-2025 15:58:58","113","A.女","C.31-50岁","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","","","","","","","3","5","5","3","3","4","4","3","3","3","4","3","4","4","4","5","4","5","5","4","4","4","4","4","3","5","3","5","3","5","简体中文","未清洗","","中国","江苏省","常州市","","223.108.86.125","Mozilla/5.0 (Linux; Android 12; ADY-AL10 Build/HUAWEIADY-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/229 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
